trade_id,market_id,event_id,trade_ts,buyer_trader_id,seller_trader_id,buy_order_id,sell_order_id,outcome,price,size_shares,notional_usdc,aggressor_side,buyer_fee_usdc,seller_fee_usdc,spread_at_trade_bps,midpoint_before,midpoint_after,signed_price_change_bps,onchain_settlement_delay_s,match_engine_latency_ms,is_self_trade_flag,same_builder_code_flag,price_improvement_bps,queue_position_estimate,seq_num,trade_date
trd_004810,mkt_032,evt_032,2026-02-08 23:45:26,tr_0217,tr_0090,ord_W65F3TBA5Z3F,ord_W2VEFNFIFLQ4,YES,0.314,56.79,17.83,BUY,0.0267,0.0,56,0.315,0.313,-23,29,94,False,False,-6,90,4810,2026-02-08
trd_002126,mkt_044,evt_044,2026-02-08 23:46:38,tr_0223,tr_0188,ord_TI6MP27VD4ZR,ord_BRP3DAIDECTK,YES,0.101,44.45,4.51,BUY,0.0045,0.0009,37,0.136,0.1,-365,5,86,False,False,10,25,2126,2026-02-08
trd_005504,mkt_013,evt_013,2026-02-08 23:50:43,tr_0084,tr_0292,ord_Q7OZ46YL1F1P,ord_U8X6ZTZU1PST,YES,0.846,2.58,2.18,BUY,0.0022,0.0017,100,0.827,0.85,233,99,107,False,True,9,41,5504,2026-02-08
trd_002530,mkt_044,evt_044,2026-02-08 23:57:13,tr_0266,tr_0288,ord_956I64IECDY7,ord_GLV0I046ZFYT,YES,0.054,11.5,0.62,BUY,0.0003,0.0,69,0.054,0.045,-94,30,107,False,False,6,60,2530,2026-02-08
trd_003175,mkt_047,evt_047,2026-02-09 00:04:27,tr_0111,tr_0184,ord_LFA7PSLKIM65,ord_2Z26DRN0C9LD,YES,0.728,9.94,7.24,BUY,0.0109,0.0029,1,0.733,0.737,43,125,32,False,True,-15,44,3175,2026-02-09
trd_000884,mkt_023,evt_023,2026-02-09 00:13:50,tr_0295,tr_0093,ord_54KZQXKER4YF,ord_GG54SSAGNZ2F,YES,0.62,50.74,31.48,BUY,0.0315,0.0126,49,0.607,0.634,269,154,77,False,False,0,16,884,2026-02-09
trd_002462,mkt_017,evt_017,2026-02-09 00:19:28,tr_0026,tr_0061,ord_UAAA28T6P3WW,ord_DFF9JIT4A9KA,NO,0.236,10.14,2.4,SELL,0.0024,0.0014,158,0.223,0.243,204,42,42,False,True,-9,27,2462,2026-02-09
trd_006998,mkt_033,evt_033,2026-02-09 00:23:41,tr_0091,tr_0262,ord_O9JDYO1FO14V,ord_LLDYJV7OH11R,YES,0.051,1.47,0.07,BUY,0.0,0.0,44,0.089,0.068,-209,95,55,False,False,-7,25,6998,2026-02-09
trd_004762,mkt_005,evt_005,2026-02-09 00:25:08,tr_0219,tr_0195,ord_FU4QBI73F124,ord_PBXC5O8I7ROI,NO,0.569,9.41,5.35,SELL,0.008,0.0021,106,0.565,0.576,102,13,27,False,False,-16,13,4762,2026-02-09
trd_006889,mkt_005,evt_005,2026-02-09 00:32:13,tr_0001,tr_0131,ord_X1W792RV9W8J,ord_1XAZBTJUE1L0,YES,0.573,20.24,11.59,BUY,0.0174,0.0023,122,0.565,0.576,108,107,39,False,False,15,56,6889,2026-02-09
trd_001453,mkt_018,evt_018,2026-02-09 00:36:28,tr_0249,tr_0104,ord_Y5W0USG46CHH,ord_D29KVS6WKKQE,NO,0.512,35.5,18.19,SELL,0.0364,0.0073,48,0.539,0.508,-314,61,70,False,False,-13,43,1453,2026-02-09
trd_000438,mkt_044,evt_044,2026-02-09 01:01:40,tr_0069,tr_0302,ord_CZ8QJZCSUPAC,ord_3AJ5IZ1X7U0P,YES,0.03,33.43,1.0,SELL,0.0015,0.0004,100,0.025,0.042,167,211,25,False,False,12,29,438,2026-02-09
trd_002466,mkt_030,evt_030,2026-02-09 01:04:17,tr_0320,tr_0227,ord_GSNYHXUAA5KA,ord_DF52Q6UT1287,YES,0.348,5.0,1.74,SELL,0.0017,0.0003,45,0.387,0.341,-457,353,92,False,False,-17,32,2466,2026-02-09
trd_004465,mkt_047,evt_047,2026-02-09 01:06:55,tr_0072,tr_0211,ord_SDBCU5ECIZC7,ord_832JJ1M5ZB4W,YES,0.538,4.11,2.21,BUY,0.0,0.0013,31,0.558,0.525,-323,315,56,False,False,-36,88,4465,2026-02-09
trd_004875,mkt_023,evt_023,2026-02-09 02:04:45,tr_0109,tr_0272,ord_2M05HGFZKN1W,ord_BKFSEF4334EP,NO,0.528,13.45,7.1,SELL,0.0142,0.0014,94,0.513,0.526,130,64,35,False,False,7,57,4875,2026-02-09
trd_002688,mkt_044,evt_044,2026-02-09 02:10:31,tr_0215,tr_0090,ord_3YP02BF0V747,ord_OESRMKKAGNLJ,YES,0.079,5.0,0.4,BUY,0.0002,0.0,65,0.083,0.084,9,39,61,False,False,9,21,2688,2026-02-09
trd_006707,mkt_018,evt_018,2026-02-09 02:13:18,tr_0202,tr_0005,ord_D3UKXD5VTL9X,ord_VRUS4DPRJ13G,NO,0.285,34.97,9.97,BUY,0.0,0.002,69,0.256,0.287,311,41,85,False,False,21,35,6707,2026-02-09
trd_001654,mkt_014,evt_014,2026-02-09 02:54:27,tr_0211,tr_0228,ord_YKRLGZONUSLC,ord_JSUCW55F4G7G,NO,0.179,30.66,5.48,SELL,0.0055,0.0,61,0.134,0.183,498,184,104,False,False,6,16,1654,2026-02-09
trd_000451,mkt_038,evt_038,2026-02-09 03:11:45,tr_0295,tr_0003,ord_PY8A9HJXT072,ord_6QFI2NCYSG74,YES,0.229,40.65,9.33,SELL,0.0093,0.0,129,0.221,0.229,81,89,25,False,False,-12,25,451,2026-02-09
trd_004351,mkt_018,evt_018,2026-02-09 03:15:07,tr_0269,tr_0292,ord_05SS2IAV4F29,ord_E69M3I1RAJZ3,YES,0.44,2.2,0.97,SELL,0.0005,0.0008,111,0.426,0.432,67,53,18,False,False,-3,17,4351,2026-02-09
trd_003359,mkt_034,evt_034,2026-02-09 03:15:43,tr_0293,tr_0036,ord_SHK7I90PR82N,ord_4W0F6GK1KOFU,YES,0.14,9.33,1.3,BUY,0.002,0.0005,22,0.146,0.126,-195,17,24,False,False,20,24,3359,2026-02-09
trd_007580,mkt_030,evt_030,2026-02-09 03:22:25,tr_0237,tr_0259,ord_APXEK045OPIC,ord_2KG9J5YBQ1J0,NO,0.268,64.93,17.42,SELL,0.0087,0.0139,65,0.243,0.269,263,57,167,False,False,1,58,7580,2026-02-09
trd_002075,mkt_017,evt_017,2026-02-09 03:42:26,tr_0297,tr_0210,ord_RPILCM9KGLLC,ord_W4HXCE0D4SKS,NO,0.142,32.51,4.61,BUY,0.0069,0.0018,46,0.149,0.15,13,64,59,False,False,8,22,2075,2026-02-09
trd_001084,mkt_024,evt_024,2026-02-09 03:42:30,tr_0328,tr_0083,ord_L4JKJTCRY7H4,ord_UYNI1151FMD3,YES,0.738,5.0,3.69,SELL,0.0037,0.0007,84,0.737,0.717,-194,12,46,False,False,-7,25,1084,2026-02-09
trd_005584,mkt_047,evt_047,2026-02-09 03:46:13,tr_0304,tr_0023,ord_8J37IMT8RUHF,ord_NO8MIWUBESF7,NO,0.36,4.9,1.76,BUY,0.0,0.0004,29,0.373,0.353,-201,251,52,False,True,4,8,5584,2026-02-09
trd_007507,mkt_018,evt_018,2026-02-09 03:47:41,tr_0079,tr_0140,ord_6HA1OD7OIZ73,ord_WXL9NIV89OH1,NO,0.332,22.0,7.31,BUY,0.0,0.0029,88,0.332,0.322,-101,51,32,False,False,-20,65,7507,2026-02-09
trd_002207,mkt_015,evt_015,2026-02-09 04:45:36,tr_0333,tr_0067,ord_S9PB6447KRYW,ord_6LE9A1I3VQUU,NO,0.387,0.16,0.06,BUY,0.0001,0.0,79,0.368,0.383,149,80,59,False,False,-7,61,2207,2026-02-09
trd_005633,mkt_045,evt_045,2026-02-09 04:52:18,tr_0242,tr_0158,ord_S4QC2TIR3YYE,ord_LPPRFUUXDK12,YES,0.86,0.52,0.45,SELL,0.0007,0.0001,67,0.854,0.853,-6,301,108,False,False,-15,18,5633,2026-02-09
trd_004419,mkt_044,evt_044,2026-02-09 04:55:59,tr_0357,tr_0265,ord_I7M1JLR5GR3R,ord_W4B66T1QENTI,YES,0.22,20.94,4.61,BUY,0.0046,0.0018,53,0.197,0.237,397,81,28,False,False,8,81,4419,2026-02-09
trd_003973,mkt_044,evt_044,2026-02-09 05:02:22,tr_0093,tr_0121,ord_GIDJ1PVOKAXT,ord_IDYAN303RVKF,YES,0.192,29.32,5.64,BUY,0.0028,0.0045,136,0.185,0.205,204,63,46,False,False,1,37,3973,2026-02-09
trd_002876,mkt_015,evt_015,2026-02-09 05:03:19,tr_0292,tr_0307,ord_RE6ROCONI8OK,ord_HNN5JO4NO6KT,YES,0.463,18.64,8.62,BUY,0.0086,0.0034,17,0.467,0.465,-24,133,87,False,False,21,17,2876,2026-02-09
trd_006941,mkt_036,evt_036,2026-02-09 05:08:39,tr_0292,tr_0271,ord_A8S1UCPS1OXA,ord_XXCHDXMHH7P8,NO,0.901,8.48,7.64,BUY,0.0076,0.0046,64,0.907,0.897,-103,60,54,False,False,24,17,6941,2026-02-09
trd_003202,mkt_025,evt_025,2026-02-09 05:08:54,tr_0041,tr_0292,ord_ZWGTZO4J0U4A,ord_YT98K38DGNUS,NO,0.637,16.17,10.29,BUY,0.0103,0.0082,54,0.629,0.63,16,37,46,False,False,19,19,3202,2026-02-09
trd_004439,mkt_047,evt_047,2026-02-09 05:14:34,tr_0229,tr_0333,ord_WDS8O2LIU706,ord_RHCYWOILH3YX,NO,0.574,4.46,2.56,SELL,0.0038,0.0015,68,0.57,0.558,-123,125,28,False,True,22,34,4439,2026-02-09
trd_002463,mkt_004,evt_004,2026-02-09 05:21:29,tr_0190,tr_0307,ord_BND1ZLCFBQBR,ord_U54TBD2V7569,YES,0.01,8.65,0.09,BUY,0.0,0.0,83,0.01,0.01,0,52,233,False,False,1,97,2463,2026-02-09
trd_003542,mkt_038,evt_038,2026-02-09 05:24:01,tr_0182,tr_0117,ord_8A56COC09I15,ord_9ICQV240HBCK,NO,0.436,104.36,45.52,BUY,0.0228,0.0182,90,0.454,0.439,-154,113,71,False,False,-14,93,3542,2026-02-09
trd_004668,mkt_005,evt_005,2026-02-09 05:38:49,tr_0204,tr_0090,ord_QBT4GY80BYM1,ord_TIUHR97FLC5R,YES,0.536,3.47,1.86,SELL,0.0009,0.0,117,0.561,0.554,-68,29,32,False,False,-7,23,4668,2026-02-09
trd_007646,mkt_004,evt_004,2026-02-09 05:41:32,tr_0066,tr_0158,ord_I71B1QJLT37L,ord_TCGA0LXRDUNR,NO,0.173,13.02,2.25,BUY,0.0034,0.0005,52,0.2,0.185,-156,58,51,False,False,11,78,7646,2026-02-09
trd_006252,mkt_030,evt_030,2026-02-09 05:42:58,tr_0311,tr_0119,ord_RETE11IMLTKJ,ord_UW44GJS37TMI,YES,0.391,2.64,1.03,BUY,0.0015,0.0006,50,0.377,0.408,319,152,72,False,False,-10,53,6252,2026-02-09
trd_002939,mkt_032,evt_032,2026-02-09 05:44:09,tr_0290,tr_0316,ord_VPMVORDSRO0T,ord_TCCFUXG38DNJ,YES,0.411,14.79,6.09,SELL,0.003,0.0024,53,0.418,0.424,63,38,34,False,False,-3,21,2939,2026-02-09
trd_004092,mkt_018,evt_018,2026-02-09 05:47:03,tr_0347,tr_0316,ord_Z3VN030JL4TN,ord_80M5P6P9OGAX,YES,0.458,5.76,2.64,SELL,0.004,0.0011,19,0.457,0.452,-50,113,101,False,False,-12,16,4092,2026-02-09
trd_002527,mkt_024,evt_024,2026-02-09 05:49:51,tr_0321,tr_0287,ord_TMZ6KIX9NY78,ord_1AM7O5610JLP,YES,0.596,52.79,31.47,SELL,0.0315,0.0063,1,0.595,0.604,91,39,23,False,False,4,21,2527,2026-02-09
trd_007303,mkt_025,evt_025,2026-02-09 05:54:19,tr_0082,tr_0216,ord_6PAKL99EH4F6,ord_R54XU87JNOS1,NO,0.54,50.63,27.32,BUY,0.041,0.0109,38,0.525,0.539,145,73,29,False,False,4,80,7303,2026-02-09
trd_001873,mkt_004,evt_004,2026-02-09 06:04:54,tr_0308,tr_0292,ord_79D488EF4E0U,ord_1F5XXII4EV21,YES,0.199,2.76,0.55,SELL,0.0008,0.0004,88,0.182,0.189,78,135,81,False,False,-16,13,1873,2026-02-09
trd_003932,mkt_043,evt_043,2026-02-09 06:28:28,tr_0204,tr_0360,ord_PC3A59IYBU5A,ord_KO9MZ0LN0UFD,NO,0.424,22.84,9.69,SELL,0.0048,0.0078,1,0.449,0.409,-402,412,32,False,True,-14,39,3932,2026-02-09
trd_006167,mkt_011,evt_011,2026-02-09 06:43:07,tr_0357,tr_0292,ord_Y4KC6EALFIX7,ord_DIOYXO8JMRXP,NO,0.032,31.09,0.99,SELL,0.001,0.0008,63,0.048,0.032,-162,15,23,False,False,16,44,6167,2026-02-09
trd_003999,mkt_039,evt_039,2026-02-09 06:50:54,tr_0190,tr_0355,ord_WYL0UTN9BWJ3,ord_3SKXPBH45JAO,NO,0.821,2.33,1.91,BUY,0.001,0.0004,54,0.815,0.811,-46,58,152,False,False,-20,3,3999,2026-02-09
trd_004872,mkt_034,evt_034,2026-02-09 06:51:16,tr_0178,tr_0333,ord_J1DTMKXD5YZG,ord_1RENE6HZN0VV,NO,0.239,19.44,4.64,SELL,0.0023,0.0028,113,0.239,0.24,11,34,44,False,False,-25,17,4872,2026-02-09
trd_006133,mkt_024,evt_024,2026-02-09 06:52:37,tr_0182,tr_0006,ord_Z1T9RGWYJFEY,ord_LF0CSW2QIVS2,YES,0.677,6.55,4.44,BUY,0.0022,0.0,91,0.673,0.681,82,87,37,False,True,-2,165,6133,2026-02-09
trd_000139,mkt_006,evt_006,2026-02-09 07:12:58,tr_0009,tr_0344,ord_102OKT1ZY2II,ord_H659VLVQ175E,YES,0.605,9.54,5.78,BUY,0.0029,0.0046,97,0.603,0.611,78,76,90,False,False,6,16,139,2026-02-09
trd_004522,mkt_018,evt_018,2026-02-09 07:20:12,tr_0220,tr_0204,ord_LKW5DOUHWXLC,ord_ASFUIHYJBVEN,YES,0.43,2.51,1.08,SELL,0.0005,0.0004,8,0.452,0.413,-396,44,168,False,True,-9,43,4522,2026-02-09
trd_003409,mkt_034,evt_034,2026-02-09 07:21:46,tr_0302,tr_0159,ord_705T4WMGLGJQ,ord_6983X45GJBFW,YES,0.117,2.7,0.32,BUY,0.0003,0.0,58,0.097,0.1,34,20,30,False,False,7,18,3409,2026-02-09
trd_000018,mkt_014,evt_014,2026-02-09 07:34:25,tr_0226,tr_0135,ord_I2RD6CVIUDPM,ord_18G6WMFZVKVP,NO,0.128,1.59,0.2,SELL,0.0003,0.0001,96,0.165,0.135,-301,80,71,False,False,0,39,18,2026-02-09
trd_000737,mkt_030,evt_030,2026-02-09 07:51:46,tr_0104,tr_0118,ord_N3O3UG6S53Q5,ord_RWGO95DNYB7I,YES,0.393,101.82,40.0,SELL,0.0,0.008,78,0.416,0.387,-284,159,45,False,False,-6,65,737,2026-02-09
trd_000722,mkt_043,evt_043,2026-02-09 07:52:05,tr_0320,tr_0091,ord_K66QDTECF0GE,ord_3MJHFKK7BS2O,NO,0.264,58.71,15.52,BUY,0.0155,0.0031,62,0.279,0.243,-359,80,90,False,False,6,39,722,2026-02-09
trd_000141,mkt_043,evt_043,2026-02-09 08:08:56,tr_0145,tr_0333,ord_6OAU7753819N,ord_SCU5PWP196N0,YES,0.36,0.23,0.08,SELL,0.0,0.0,53,0.348,0.362,137,45,103,False,True,0,59,141,2026-02-09
trd_003906,mkt_017,evt_017,2026-02-09 08:09:39,tr_0023,tr_0142,ord_8FUJHJ2AF4QA,ord_PTO0IO9LI83E,YES,0.118,5.0,0.59,SELL,0.0009,0.0001,110,0.12,0.12,0,82,65,False,True,-27,5,3906,2026-02-09
trd_000755,mkt_033,evt_033,2026-02-09 08:12:40,tr_0046,tr_0186,ord_RANLOST218AZ,ord_9OKI1TC42OUT,NO,0.192,0.17,0.03,BUY,0.0,0.0,57,0.195,0.2,50,357,66,False,False,13,54,755,2026-02-09
trd_001747,mkt_015,evt_015,2026-02-09 08:19:46,tr_0087,tr_0013,ord_5QCLMFYVIL9C,ord_BSB79K38SXHY,YES,0.31,18.72,5.81,SELL,0.0116,0.0012,50,0.275,0.306,314,38,54,False,False,-4,91,1747,2026-02-09
trd_005269,mkt_018,evt_018,2026-02-09 08:22:19,tr_0001,tr_0003,ord_MZ8X4NYQ7962,ord_JG0OZV9UIE9O,NO,0.392,75.46,29.62,BUY,0.0444,0.0,91,0.371,0.387,168,104,37,False,False,-7,70,5269,2026-02-09
trd_003093,mkt_014,evt_014,2026-02-09 08:41:29,tr_0151,tr_0199,ord_E1ZOK1JYLV31,ord_7OWKBZ6HF8W6,NO,0.179,79.87,14.31,SELL,0.0143,0.0,70,0.183,0.181,-22,76,77,False,False,-9,25,3093,2026-02-09
trd_004097,mkt_004,evt_004,2026-02-09 08:50:14,tr_0065,tr_0267,ord_3MTHJLQVXIVR,ord_SRUCAMTMAAZX,NO,0.129,16.85,2.18,BUY,0.0033,0.0017,114,0.127,0.122,-53,26,24,False,False,-9,45,4097,2026-02-09
trd_002176,mkt_013,evt_013,2026-02-09 08:55:12,tr_0330,tr_0046,ord_ZXVCJIZFVE7U,ord_HK3UGW0U1JL4,YES,0.675,1.63,1.1,BUY,0.0011,0.0,34,0.67,0.68,93,79,61,False,False,8,115,2176,2026-02-09
trd_003166,mkt_003,evt_003,2026-02-09 09:00:15,tr_0092,tr_0302,ord_M6OLNU289UVR,ord_8HIPFKWX50Z1,YES,0.536,21.86,11.72,BUY,0.0117,0.0047,109,0.556,0.539,-165,27,43,False,False,3,78,3166,2026-02-09
trd_006454,mkt_047,evt_047,2026-02-09 09:10:14,tr_0006,tr_0304,ord_IF9RVDCRSTJS,ord_V93UOA7HL2H4,YES,0.382,138.66,52.93,SELL,0.0265,0.0106,115,0.377,0.393,158,66,38,False,False,-16,13,6454,2026-02-09
trd_002014,mkt_039,evt_039,2026-02-09 09:18:47,tr_0292,tr_0240,ord_MQASPBB7I65W,ord_MH41O2DGE75W,NO,0.679,6.08,4.13,BUY,0.0041,0.0,122,0.693,0.698,48,92,114,False,False,-17,52,2014,2026-02-09
trd_005399,mkt_004,evt_004,2026-02-09 09:20:16,tr_0192,tr_0104,ord_J46YJNG5E4LZ,ord_6K5NXRWFMIQU,YES,0.01,6.25,0.06,SELL,0.0001,0.0,79,0.013,0.01,-34,17,59,False,False,3,38,5399,2026-02-09
trd_005592,mkt_023,evt_023,2026-02-09 09:20:44,tr_0023,tr_0262,ord_XG3C0PH6EW78,ord_8ZKDIO987622,NO,0.469,5.92,2.77,BUY,0.0042,0.0,144,0.447,0.482,350,152,46,False,False,6,20,5592,2026-02-09
trd_007689,mkt_018,evt_018,2026-02-09 09:21:14,tr_0169,tr_0188,ord_ILTF4F5WA77D,ord_JJOF485LVX1F,NO,0.375,2.84,1.06,BUY,0.0016,0.0002,74,0.346,0.384,384,40,54,False,False,11,43,7689,2026-02-09
trd_002927,mkt_015,evt_015,2026-02-09 09:22:29,tr_0091,tr_0087,ord_GGIFZXYI6ISH,ord_EV7P43LQI3Q8,NO,0.46,21.95,10.1,SELL,0.0051,0.0061,37,0.452,0.471,181,168,57,False,False,-11,64,2927,2026-02-09
trd_007491,mkt_023,evt_023,2026-02-09 09:35:27,tr_0130,tr_0258,ord_DYO90DERNED1,ord_UPVMOVVEVOK9,NO,0.292,6.73,1.97,BUY,0.002,0.0012,59,0.288,0.284,-40,84,48,False,False,-14,80,7491,2026-02-09
trd_002156,mkt_043,evt_043,2026-02-09 09:46:22,tr_0313,tr_0112,ord_L3UBXF0OX4W0,ord_TU0D7FSG0U85,YES,0.373,34.24,12.76,BUY,0.0191,0.0,93,0.382,0.367,-157,134,25,False,False,0,35,2156,2026-02-09
trd_001968,mkt_034,evt_034,2026-02-09 09:49:01,tr_0274,tr_0090,ord_MJ9X1HBWKE1T,ord_4VHM344NGTOZ,YES,0.2,90.62,18.15,BUY,0.0272,0.0,119,0.206,0.194,-113,49,42,False,False,4,28,1968,2026-02-09
trd_002153,mkt_023,evt_023,2026-02-09 09:50:57,tr_0211,tr_0078,ord_QPGBLOHXXKTO,ord_K0AR93JVUFED,YES,0.767,7.18,5.5,BUY,0.0055,0.0044,39,0.763,0.774,114,20,73,False,False,-4,15,2153,2026-02-09
trd_002557,mkt_011,evt_011,2026-02-09 09:50:58,tr_0001,tr_0348,ord_BJJZHLZPVA44,ord_A2VO04CQS3R4,NO,0.146,3.27,0.48,BUY,0.0007,0.0002,100,0.166,0.127,-387,48,58,False,False,2,12,2557,2026-02-09
trd_005903,mkt_044,evt_044,2026-02-09 09:53:43,tr_0333,tr_0183,ord_G6BLVERXXDZ3,ord_QDKBOQ4NHDU2,NO,0.209,68.18,14.26,SELL,0.0143,0.0029,110,0.205,0.206,14,184,62,False,False,-5,30,5903,2026-02-09
trd_004868,mkt_032,evt_032,2026-02-09 09:53:58,tr_0265,tr_0070,ord_T6FNRP0O29AN,ord_SO50UA7EVB6N,NO,0.338,0.83,0.28,SELL,0.0004,0.0001,33,0.313,0.328,152,42,64,False,False,-15,3,4868,2026-02-09
trd_001977,mkt_034,evt_034,2026-02-09 09:54:08,tr_0292,tr_0333,ord_XFNTNA5A2U5E,ord_IY6YFMFBR560,NO,0.196,18.66,3.66,BUY,0.0037,0.0022,112,0.194,0.181,-133,71,52,False,False,6,71,1977,2026-02-09
trd_004622,mkt_024,evt_024,2026-02-09 10:13:41,tr_0283,tr_0018,ord_OUYU07EM0V0B,ord_NV8F71C56VMO,YES,0.606,5.29,3.21,BUY,0.0032,0.0,122,0.609,0.61,10,163,38,False,False,-17,10,4622,2026-02-09
trd_006318,mkt_006,evt_006,2026-02-09 10:36:38,tr_0248,tr_0345,ord_V79FH1ISDWOC,ord_9D00JTKQT8O7,NO,0.558,31.9,17.81,BUY,0.0267,0.0107,39,0.567,0.563,-36,198,75,False,False,15,57,6318,2026-02-09
trd_000051,mkt_011,evt_011,2026-02-09 10:37:34,tr_0273,tr_0245,ord_RYPPGAQ6M2YW,ord_L2SJQI9JP551,YES,0.475,4.76,2.26,SELL,0.0023,0.0009,81,0.49,0.474,-160,94,188,False,False,-3,67,51,2026-02-09
trd_007033,mkt_046,evt_046,2026-02-09 10:41:58,tr_0132,tr_0146,ord_DEUXNGA8MCPP,ord_WEB1FV9Z7KZE,NO,0.745,26.51,19.75,SELL,0.0198,0.0119,56,0.766,0.737,-283,183,28,False,False,3,6,7033,2026-02-09
trd_006360,mkt_024,evt_024,2026-02-09 10:56:14,tr_0070,tr_0292,ord_I9LESNPEZ7XX,ord_AFCV8LIOBNFV,YES,0.638,2.42,1.54,BUY,0.0023,0.0012,64,0.645,0.648,31,16,64,False,False,0,17,6360,2026-02-09
trd_006320,mkt_025,evt_025,2026-02-09 11:01:25,tr_0001,tr_0077,ord_0IJ9CPE0I2MM,ord_CSKAM1E51LEW,NO,0.605,91.49,55.37,BUY,0.0831,0.0221,171,0.643,0.599,-438,31,49,False,False,11,128,6320,2026-02-09
trd_007310,mkt_006,evt_006,2026-02-09 11:19:54,tr_0252,tr_0077,ord_S4MRMURCWE3N,ord_MRPWYWOHDZLY,YES,0.549,4.03,2.21,BUY,0.0022,0.0009,30,0.564,0.542,-215,85,71,False,False,4,41,7310,2026-02-09
trd_004025,mkt_015,evt_015,2026-02-09 11:23:44,tr_0124,tr_0317,ord_8JP1E715JG73,ord_9A4RRF92B673,NO,0.49,2.49,1.22,BUY,0.0018,0.0007,147,0.464,0.479,144,149,57,False,False,3,27,4025,2026-02-09
trd_005460,mkt_030,evt_030,2026-02-09 11:43:40,tr_0090,tr_0215,ord_7AFKXQR5W0SR,ord_QAA06IOUC6VW,NO,0.363,8.55,3.11,BUY,0.0031,0.0025,86,0.368,0.347,-209,29,68,False,False,-3,40,5460,2026-02-09
trd_005473,mkt_036,evt_036,2026-02-09 11:47:43,tr_0018,tr_0293,ord_KZWLJD8FQ9KR,ord_RU8RGFLOOWUV,NO,0.988,84.32,83.29,BUY,0.1249,0.0333,84,0.976,0.99,137,188,101,False,True,6,11,5473,2026-02-09
trd_004291,mkt_017,evt_017,2026-02-09 11:50:37,tr_0250,tr_0282,ord_1GISIHKDQ26M,ord_DH1IRMRVZB0Z,NO,0.036,0.4,0.01,BUY,0.0,0.0,123,0.031,0.037,63,32,60,False,False,11,51,4291,2026-02-09
trd_007531,mkt_034,evt_034,2026-02-09 11:52:46,tr_0292,tr_0314,ord_N72UT13QVDZJ,ord_51Y37ZKEJ8IC,NO,0.246,0.29,0.07,BUY,0.0001,0.0,92,0.265,0.249,-156,130,55,False,False,6,77,7531,2026-02-09
trd_007538,mkt_018,evt_018,2026-02-09 11:53:09,tr_0056,tr_0211,ord_EFPDB5Q50D29,ord_2MBAO4DE0UP1,YES,0.31,27.56,8.54,SELL,0.0128,0.0051,149,0.319,0.327,79,36,41,False,False,7,26,7538,2026-02-09
trd_007633,mkt_013,evt_013,2026-02-09 11:55:09,tr_0241,tr_0023,ord_NSLE7HZQNKRI,ord_56ZMQHPXW72M,YES,0.943,24.43,23.05,SELL,0.0346,0.0046,43,0.924,0.929,49,243,39,False,False,17,26,7633,2026-02-09
trd_006721,mkt_005,evt_005,2026-02-09 12:17:43,tr_0185,tr_0174,ord_EBEVHBU0F2RO,ord_KFME9ZK9WOJE,YES,0.623,0.82,0.51,SELL,0.0008,0.0003,157,0.628,0.597,-308,36,59,False,False,2,40,6721,2026-02-09
trd_007458,mkt_023,evt_023,2026-02-09 12:20:01,tr_0332,tr_0006,ord_VW26HZGUB8XL,ord_W7L72ELV6HNX,YES,0.294,1.48,0.44,BUY,0.0004,0.0,138,0.295,0.288,-72,39,60,False,False,3,17,7458,2026-02-09
trd_000426,mkt_018,evt_018,2026-02-09 13:12:05,tr_0193,tr_0325,ord_HG60HDB8ZJ2G,ord_BRDCDTLFN1BH,YES,0.446,1.66,0.74,SELL,0.0011,0.0,110,0.443,0.463,202,102,45,False,False,-9,18,426,2026-02-09
trd_003390,mkt_025,evt_025,2026-02-09 13:16:20,tr_0304,tr_0207,ord_ZVUVKR114ESO,ord_VSOWXCCMUF97,NO,0.646,7.02,4.54,BUY,0.0,0.0018,74,0.677,0.65,-274,103,40,False,False,-9,27,3390,2026-02-09
trd_003509,mkt_030,evt_030,2026-02-09 13:25:31,tr_0205,tr_0343,ord_CM5A7GS0MGNX,ord_K0ZUJ069XU8S,NO,0.376,44.53,16.76,BUY,0.0084,0.0067,114,0.404,0.384,-200,85,52,False,False,-4,104,3509,2026-02-09
trd_004347,mkt_043,evt_043,2026-02-09 13:31:11,tr_0342,tr_0028,ord_A8VUGLBUO9T5,ord_0ZK73S3HXCI5,YES,0.36,3.25,1.17,SELL,0.0012,0.0007,92,0.366,0.368,18,39,67,False,False,-6,12,4347,2026-02-09
trd_004600,mkt_003,evt_003,2026-02-09 13:52:14,tr_0001,tr_0229,ord_YLDEBRU6O9K0,ord_MQBJCZDWWWOC,NO,0.506,5.98,3.03,BUY,0.0045,0.0006,54,0.51,0.521,109,71,121,False,False,17,19,4600,2026-02-09
trd_002310,mkt_025,evt_025,2026-02-09 13:53:58,tr_0077,tr_0007,ord_EDLM6X1HGZ0A,ord_3PCZ17CYWFZ6,YES,0.532,0.6,0.32,BUY,0.0003,0.0001,74,0.526,0.523,-32,67,49,False,False,-1,11,2310,2026-02-09
trd_005830,mkt_015,evt_015,2026-02-09 13:55:27,tr_0001,tr_0116,ord_6AHQU972TJ9S,ord_K9WQQ8K9F3P1,NO,0.549,1.69,0.93,BUY,0.0014,0.0004,44,0.58,0.547,-329,128,36,False,False,14,14,5830,2026-02-09
