session_id,trader_id,session_start,session_end,device_id,device_fingerprint_hash,device_type,os_name,browser_family,app_version,ip_address,ip_asn,ip_country,vpn_detected,tor_exit_detected,cookie_age_days,pageviews,avg_scroll_depth_pct,battery_pct_at_open,screen_resolution,locale_header,ab_test_bucket,push_permission,date
ses_7SEPHOMO7RN7,tr_0015,2026-02-26 19:30:03,2026-02-26 19:31:06,dev_UQI62K3L,fp_0W5RXMABL30X,mobile_web,macOS,Safari,3.0.0,78.140.169.96,9009,US,False,False,169,14,30.5,29,1920x1080,en-GB,A,denied,2026-02-26
ses_AGP510LGS48A,tr_0147,2026-02-26 20:20:44,2026-02-26 20:22:26,dev_8HTS1P2K,fp_6MU0D1TT03VS,tablet,macOS,Chrome,3.0.0,15.51.180.252,14618,DE,False,False,12,8,33.4,9,1536x864,es-ES,B,unknown,2026-02-26
ses_NPIKZPXBB3MK,tr_0196,2026-02-26 20:36:31,2026-02-26 20:38:47,dev_8TEWA5UY,fp_7NVLIPMZ6387,mobile_app,Windows,Firefox,2.10.2,139.126.82.148,15169,PL,True,False,133,6,57.4,77,1170x2532,en-US,B,denied,2026-02-26
ses_Q4TNDNQBVR08,tr_0278,2026-02-26 20:59:16,2026-02-26 21:03:05,dev_1I1CCMN3,fp_DN1GZCV9NXBV,tablet,Windows,Chrome,2.10.1,63.246.141.31,8075,SG,False,False,141,26,45.7,14,1280x720,en-GB,B,denied,2026-02-26
ses_W1QXPH1Y3BQH,tr_0094,2026-02-26 21:01:51,2026-02-26 21:06:22,dev_OK3ZY5SR,fp_O0L9LAYKE3ZC,mobile_web,Android,Edge,2.10.1,114.169.118.146,16509,PL,False,False,15,17,73.5,26,390x844,fr-FR,control,denied,2026-02-26
ses_SLEY1LO8A4GL,tr_0093,2026-02-26 21:23:40,2026-02-26 21:26:19,dev_YCJ7GSCQ,fp_KKVOP6U9HXDH,desktop,Linux,Chrome,2.10.2,61.155.82.160,3320,SG,False,False,120,11,37.1,29,1920x1080,fr-FR,control,granted,2026-02-26
ses_PDOP6HD7LG1E,tr_0052,2026-02-26 23:06:56,2026-02-26 23:09:07,dev_FLHLX03V,fp_1UZVO9QT9HGY,desktop,Windows,Edge,2.10.1,20.94.244.224,12322,US,False,False,0,2,60.1,24,1280x720,en-GB,B,granted,2026-02-26
ses_W4Q0TCU1PINW,tr_0346,2026-02-27 00:28:57,2026-02-27 00:32:06,dev_PFF2XZDT,fp_9GQ741Z4CX1G,mobile_web,iOS,Firefox,2.10.1,178.158.125.104,12322,CA,False,False,105,19,99.9,86,1536x864,en-US,B,unknown,2026-02-27
ses_K0PQS2FNUKM7,tr_0065,2026-02-27 01:10:11,2026-02-27 01:12:37,dev_Y1UVJYTM,fp_P4NVV78ZOHEO,mobile_web,macOS,Chrome,3.0.0,116.154.246.253,13335,US,False,False,13,11,83.5,47,1920x1080,en-GB,A,denied,2026-02-27
ses_RJZF0CNXHSTL,tr_0100,2026-02-27 01:12:24,2026-02-27 01:14:56,dev_WT8QXVJM,fp_1RPZSSTQEZUO,mobile_web,macOS,Safari,2.11.1,31.238.94.221,63949,US,False,False,0,11,27.7,25,1536x864,fr-FR,C,denied,2026-02-27
ses_I0Q1RIS5JDY3,tr_0131,2026-02-27 01:38:31,2026-02-27 01:45:53,dev_F61PY75W,fp_EAJEHFA6ZY9N,desktop,iOS,Chrome,2.11.0,167.188.247.205,9009,DE,False,False,120,2,61.5,13,1536x864,en-US,B,unknown,2026-02-27
ses_QTAYBGI0RR0T,tr_0183,2026-02-27 01:43:46,2026-02-27 01:45:57,dev_IAXUFVPI,fp_G3YVR2EU4KB5,desktop,iOS,Safari,2.11.1,209.146.117.60,13335,US,True,False,107,32,50.1,38,1920x1080,de-DE,control,unknown,2026-02-27
ses_5YNFJE1UJE30,tr_0207,2026-02-27 02:35:17,2026-02-27 02:38:42,dev_7N17LG3U,fp_A59G9FL426G6,desktop,Android,Edge,2.10.1,84.134.43.159,14618,US,False,False,75,120,74.3,39,1920x1080,en-GB,B,denied,2026-02-27
ses_V62PUV0T0A50,tr_0043,2026-02-27 02:56:57,2026-02-27 03:00:53,dev_LTTE7W4A,fp_SFC7IH8UCCCA,tablet,iOS,Safari,2.11.0,132.137.151.213,20473,GB,False,False,89,22,91.5,69,1536x864,en-GB,A,granted,2026-02-27
ses_9CKYBV8M07NK,tr_0282,2026-02-27 03:21:23,2026-02-27 03:24:19,dev_WX86Y4IY,fp_T1R9GGSPAJLR,tablet,macOS,Chrome,2.10.1,149.89.165.8,13335,DE,False,False,0,8,39.6,22,390x844,de-DE,B,unknown,2026-02-27
ses_D9JYMGKLCWSE,tr_0129,2026-02-27 03:53:44,2026-02-27 03:55:30,dev_VWNM7KO3,fp_V481D2PR4P6B,tablet,Android,Chrome,2.10.2,103.137.53.29,3320,US,True,False,90,6,66.9,21,1536x864,fr-FR,A,granted,2026-02-27
ses_AVYKR6J6AG28,tr_0172,2026-02-27 09:23:27,2026-02-27 09:29:58,dev_1VFUBO3V,fp_1L0BZIPL3XT8,mobile_web,iOS,Chrome,2.10.1,175.233.38.97,3320,SG,False,False,71,11,71.2,9,1536x864,en-GB,A,denied,2026-02-27
ses_PKB571WZSV6Y,tr_0106,2026-02-27 12:00:06,2026-02-27 12:01:11,dev_39M3JGW8,fp_P3T53XR9D129,mobile_app,Android,Edge,2.11.0,51.35.74.42,13335,SG,False,False,57,14,50.7,97,1920x1080,fr-FR,B,granted,2026-02-27
ses_VKTCPWNKSW5B,tr_0139,2026-02-27 13:09:17,2026-02-27 13:11:05,dev_90QCBCBE,fp_98SAOX7D0RZX,mobile_web,Android,Chrome,3.0.0,33.102.235.119,9009,US,False,False,102,5,27.5,87,1920x1080,de-DE,C,denied,2026-02-27
ses_1CVYL6CAWQ3M,tr_0355,2026-02-27 13:11:59,2026-02-27 13:19:59,dev_7O5CKMTB,fp_892S9QGD9EHP,desktop,iOS,Chrome,2.10.2,179.21.111.15,14618,GB,False,False,4,7,54.8,41,1920x1080,de-DE,control,granted,2026-02-27
ses_3MQW20X3RKWW,tr_0265,2026-02-27 13:49:52,2026-02-27 13:52:32,dev_shared_1,fp_RING_B,mobile_app,iOS,Safari,2.11.1,166.13.22.141,8075,US,True,False,137,23,57.0,11,390x844,fr-FR,control,granted,2026-02-27
ses_4MFJHOJALBH1,tr_0226,2026-02-27 15:37:50,2026-02-27 15:47:31,dev_NYKS9URX,fp_IJAM31BXPGWJ,mobile_app,Android,Edge,2.11.1,168.51.136.195,13335,US,False,False,3,17,38.2,59,1536x864,es-ES,control,granted,2026-02-27
ses_I3ZZPI4YC1I3,tr_0008,2026-02-27 16:47:16,2026-02-27 16:54:10,dev_N20AR13I,fp_JIKOXSKO7LO6,desktop,iOS,AppWebView,2.10.1,82.67.236.86,24940,US,False,False,42,13,46.2,33,390x844,en-GB,control,denied,2026-02-27
ses_22DPTMD4F9HG,tr_0328,2026-02-27 17:31:44,2026-02-27 17:34:38,dev_3SD2GNII,fp_B1B87T939A6S,desktop,Linux,Edge,2.10.2,121.152.212.110,12322,AU,False,False,87,15,84.0,61,1920x1080,de-DE,control,unknown,2026-02-27
ses_Q8N8077XAVLE,tr_0324,2026-02-27 18:09:14,2026-02-27 18:09:43,dev_R8M90GNV,fp_YGIAV590MZEN,mobile_web,macOS,Chrome,2.11.1,172.167.190.242,15169,GB,False,False,0,10,51.6,23,1536x864,es-ES,A,unknown,2026-02-27
ses_YRHFJQVIC0FO,tr_0307,2026-02-27 20:08:26,2026-02-27 20:10:55,dev_JJKMAQJ5,fp_RR0AMQGMNYG7,tablet,iOS,AppWebView,3.0.0,215.20.21.213,24940,US,False,False,109,16,64.9,48,1170x2532,en-US,A,granted,2026-02-27
ses_PUTP9RRDMKUN,tr_0138,2026-02-27 20:31:32,2026-02-27 20:33:21,dev_IFJONDTW,fp_LTWAWZXFHHVP,mobile_web,Linux,Chrome,2.10.1,86.54.166.251,12322,DE,False,False,223,15,87.3,99,390x844,es-ES,C,granted,2026-02-27
ses_JX4ZBTR8SYOL,tr_0105,2026-02-27 21:18:48,2026-02-27 21:21:58,dev_YFM4PSQN,fp_P1K8URMDH2EO,tablet,iOS,Safari,2.11.1,1.149.185.108,3320,SG,False,False,91,3,93.5,87,1920x1080,de-DE,C,unknown,2026-02-27
ses_SKJDL7KO4WPJ,tr_0188,2026-02-27 22:14:11,2026-02-27 22:17:10,dev_MDECDDKS,fp_WZ7UMENIA413,tablet,Linux,Firefox,2.11.1,41.119.150.232,14618,US,False,False,68,32,57.3,71,1920x1080,en-GB,B,unknown,2026-02-27
ses_8I9K5B3AK33M,tr_0255,2026-02-28 00:02:29,2026-02-28 00:10:29,dev_UH4ZMH43,fp_NV5X6UM60XPQ,mobile_web,Windows,AppWebView,2.10.2,15.61.191.15,8075,CA,False,False,141,59,82.4,22,1536x864,fr-FR,C,granted,2026-02-28
ses_NZE9GHR3WLJH,tr_0103,2026-02-28 00:12:30,2026-02-28 00:14:27,dev_7NBVJIH4,fp_F1XNVB2158U5,mobile_web,macOS,Firefox,3.0.0,42.137.81.85,15169,CH,True,False,0,6,22.6,49,390x844,en-GB,control,granted,2026-02-28
ses_4RH7GN938KY4,tr_0237,2026-02-28 00:33:49,2026-02-28 00:40:34,dev_YUOWZIUT,fp_00AA79Z67YYK,mobile_web,macOS,Chrome,3.0.0,130.122.20.35,20473,DE,False,False,88,4,84.0,29,1920x1080,en-GB,C,granted,2026-02-28
ses_5C7QXMJBLINE,tr_0016,2026-02-28 01:07:56,2026-02-28 01:10:49,dev_EWKIHPY3,fp_6Z6COXKQ5P52,mobile_app,Linux,Safari,3.0.0,6.248.43.102,13335,FR,False,False,9,4,22.7,56,390x844,es-ES,A,granted,2026-02-28
ses_YXTBUQF5O1JL,tr_0354,2026-02-28 01:23:50,2026-02-28 01:36:05,dev_ZNARA60A,fp_N0JR4Y6ER0UZ,tablet,macOS,Edge,3.0.0,82.94.173.124,12322,IE,False,False,105,18,57.6,36,390x844,fr-FR,B,denied,2026-02-28
ses_QT8LNDTUXI3K,tr_0012,2026-02-28 01:23:51,2026-02-28 01:30:22,dev_HMH50GK5,fp_CZCZMZ00KG8I,desktop,Android,Safari,2.10.1,204.253.141.26,16509,CH,False,False,155,20,66.3,64,1170x2532,fr-FR,B,denied,2026-02-28
ses_JPKRSGL2OATD,tr_0321,2026-02-28 05:59:21,2026-02-28 06:06:23,dev_7BWS35G9,fp_ZOVZT3AJ36JJ,tablet,Android,Firefox,2.11.0,122.40.64.195,9009,US,False,False,40,15,70.5,17,1920x1080,en-US,control,unknown,2026-02-28
ses_F35WVULJLR7U,tr_0042,2026-02-28 07:26:11,2026-02-28 07:33:39,dev_X2V5E6OV,fp_RP19KC260HBW,mobile_web,Windows,Safari,2.11.0,165.119.228.213,16509,US,False,False,91,28,35.4,59,1536x864,fr-FR,control,denied,2026-02-28
ses_34QPVBXSM4NI,tr_0262,2026-02-28 08:28:13,2026-02-28 08:30:29,dev_X4R5B92H,fp_A6ELOUQX0MUL,mobile_web,Linux,Firefox,2.11.1,215.99.152.161,20473,DE,False,False,17,81,46.7,94,1170x2532,fr-FR,A,unknown,2026-02-28
ses_M5YGO7PQTMVC,tr_0110,2026-02-28 09:01:03,2026-02-28 09:02:52,dev_EV32M5X8,fp_NQO72DMQ7TAN,tablet,iOS,Edge,2.11.1,32.120.165.68,8075,IE,False,False,4,14,57.4,84,1536x864,en-GB,C,unknown,2026-02-28
ses_BB46ZMFEHK3Z,tr_0331,2026-02-28 10:32:47,2026-02-28 10:33:48,dev_YPOOVCS4,fp_F7NI7RWWRJQ6,mobile_app,macOS,AppWebView,2.11.0,172.70.104.9,20473,US,False,False,0,8,86.6,29,390x844,fr-FR,B,denied,2026-02-28
ses_31ZVW07TT4LH,tr_0214,2026-02-28 10:43:41,2026-02-28 10:47:27,dev_BALHJHJ3,fp_G24AF8QMQHZW,mobile_web,Android,Chrome,2.11.1,193.128.232.61,15169,US,False,False,23,7,87.1,51,390x844,de-DE,B,denied,2026-02-28
ses_1GMF9L373H3C,tr_0270,2026-02-28 10:44:03,2026-02-28 10:49:09,dev_OT9RE8A6,fp_AZ55G6DCAG4K,mobile_app,macOS,Firefox,3.0.0,46.40.218.248,20473,DE,False,False,29,5,44.4,90,1920x1080,en-GB,control,granted,2026-02-28
ses_Q8161DQMQT46,tr_0023,2026-02-28 10:59:56,2026-02-28 11:03:03,dev_shared_1,fp_RING_A,mobile_app,Android,Safari,2.11.1,198.51.100.21,24940,US,True,False,62,9,53.1,97,1920x1080,de-DE,B,granted,2026-02-28
ses_G1IR70IOFSL3,tr_0292,2026-02-28 11:53:24,2026-02-28 11:57:54,dev_QAZ7XU67,fp_PA3LJQL0KSJ7,mobile_web,Windows,Chrome,3.0.0,5.249.20.37,24940,FR,False,False,0,21,47.2,50,1536x864,en-US,A,unknown,2026-02-28
ses_BFKBFFAHT4A2,tr_0206,2026-02-28 13:34:45,2026-02-28 13:40:28,dev_7DZW4I36,fp_422IDC5VIRII,mobile_app,macOS,Edge,2.10.1,189.162.139.241,3320,US,False,False,60,12,37.8,96,1170x2532,fr-FR,A,unknown,2026-02-28
ses_NKICP2F8QA1R,tr_0084,2026-02-28 13:38:51,2026-02-28 13:40:40,dev_PM8UH17J,fp_D3LB4PFOT7YE,tablet,macOS,Firefox,3.0.0,112.174.120.151,9009,US,False,False,91,6,79.3,38,1920x1080,de-DE,control,unknown,2026-02-28
ses_AL23IQG1OJL9,tr_0308,2026-02-28 13:45:31,2026-02-28 13:48:09,dev_OK165DV6,fp_LOI5YRCE3SEM,mobile_web,Android,AppWebView,2.10.1,39.156.41.56,12322,GB,False,False,0,13,60.3,19,1280x720,es-ES,A,unknown,2026-02-28
ses_6NWMUFGYN53K,tr_0274,2026-02-28 15:06:57,2026-02-28 15:09:31,dev_BH423L90,fp_MCZH7827JTRG,mobile_web,macOS,Chrome,2.11.1,115.240.196.17,14618,GB,False,False,157,8,64.8,18,390x844,en-US,C,denied,2026-02-28
ses_PJI0159OAXTA,tr_0039,2026-02-28 15:16:32,2026-02-28 15:22:01,dev_8R80N18M,fp_S6806L4ILIH1,mobile_web,iOS,AppWebView,2.11.1,78.222.18.215,9009,SG,False,False,24,4,51.1,52,1170x2532,es-ES,control,unknown,2026-02-28
ses_QMPMD5DWDT62,tr_0294,2026-02-28 16:07:05,2026-02-28 16:12:12,dev_INGW2MEM,fp_TE1ZIJCIGXAX,tablet,Android,Edge,2.11.1,175.117.58.143,63949,US,True,False,62,19,57.2,67,1280x720,en-GB,C,unknown,2026-02-28
ses_2NRFBR49UX68,tr_0319,2026-02-28 16:12:16,2026-02-28 16:14:25,dev_3F146KOQ,fp_NNVDG2TLSY8I,desktop,Linux,Edge,2.10.1,124.20.180.70,12322,SG,True,False,44,11,32.1,68,1280x720,de-DE,control,denied,2026-02-28
ses_ZK7N0J8I3T1G,tr_0013,2026-02-28 16:17:51,2026-02-28 16:23:17,dev_P02TJZAI,fp_36CEO80TDZQK,mobile_web,Windows,Firefox,2.10.1,96.77.22.188,20473,AE,True,False,88,3,72.5,36,1280x720,en-US,C,denied,2026-02-28
ses_7BW2QJN2V6F6,tr_0131,2026-02-28 16:23:07,2026-02-28 16:25:15,dev_4E4NYDJJ,fp_BLP2J45Q3FWK,mobile_web,Android,Chrome,2.10.2,39.53.64.199,12322,DE,False,False,0,1,74.6,10,1536x864,en-US,A,granted,2026-02-28
ses_JRE5C5JO5L02,tr_0170,2026-02-28 17:13:25,2026-02-28 17:16:37,dev_MOYQJ3IZ,fp_BT1KT7GA8SR6,desktop,Android,Chrome,2.11.0,173.88.148.233,3320,US,False,False,13,8,49.8,72,1170x2532,de-DE,C,granted,2026-02-28
ses_IQUY5CCBSYQY,tr_0033,2026-02-28 17:25:19,2026-02-28 17:40:17,dev_EFFXJJUK,fp_Q22TS2OW5L8C,desktop,iOS,AppWebView,2.10.1,8.42.162.172,8075,US,False,False,183,12,20.6,98,1536x864,fr-FR,C,denied,2026-02-28
ses_05PURQ5WNIAI,tr_0130,2026-02-28 17:46:01,2026-02-28 17:50:35,dev_4T1S1HVD,fp_IYRM1KI8RVJF,tablet,Linux,Chrome,2.11.1,20.122.146.109,14618,GB,True,False,102,42,73.8,62,1536x864,en-GB,C,unknown,2026-02-28
ses_DNL969EOU7XR,tr_0133,2026-02-28 18:04:35,2026-02-28 18:06:06,dev_XA9NBKBD,fp_KSDQ0Q15EJEA,tablet,macOS,Safari,2.10.1,209.24.215.112,14618,FR,False,False,78,3,1.0,47,1536x864,en-US,A,granted,2026-02-28
ses_QISQR44JSMS4,tr_0120,2026-02-28 18:21:22,2026-02-28 18:24:46,dev_NQK612JU,fp_NS8WGBJ4B1YQ,tablet,Android,Chrome,2.11.1,134.220.206.230,9009,US,False,False,76,5,68.9,41,1280x720,en-GB,control,granted,2026-02-28
ses_2R5I1SOK4KJ1,tr_0257,2026-02-28 19:51:16,2026-02-28 19:54:26,dev_MNMHCBEO,fp_PUZL7RQCS8GN,tablet,macOS,Chrome,2.10.1,110.217.165.254,16509,GB,False,False,109,19,26.7,41,1170x2532,de-DE,C,denied,2026-02-28
ses_UZ9RJ8M0Z5GS,tr_0147,2026-02-28 19:57:38,2026-02-28 19:58:42,dev_9K00UE7U,fp_71M6AREPRAM9,desktop,Windows,Edge,2.10.2,41.96.10.111,13335,DE,False,False,50,13,41.9,57,1280x720,en-US,C,unknown,2026-02-28
ses_M41MFE6V5NID,tr_0084,2026-02-28 20:32:35,2026-02-28 20:38:41,dev_D9N34O6P,fp_IBY33HU5COKQ,mobile_web,iOS,AppWebView,2.11.0,107.25.171.84,3320,US,False,True,51,20,55.9,40,1280x720,de-DE,C,denied,2026-02-28
ses_G9SQYWSBZH48,tr_0327,2026-02-28 20:58:56,2026-02-28 21:00:08,dev_22SWTBMD,fp_Q449GDPOKDOM,mobile_web,macOS,Firefox,2.10.2,90.5.133.139,9009,CA,False,False,144,5,91.1,85,1170x2532,fr-FR,B,granted,2026-02-28
ses_DYD7I0EGB0KJ,tr_0334,2026-02-28 23:11:05,2026-02-28 23:17:43,dev_TWAYWDSZ,fp_6KD7GI809QC5,tablet,Linux,Firefox,2.11.0,97.114.156.237,15169,AU,False,False,95,4,83.2,30,1280x720,en-GB,C,unknown,2026-02-28
ses_T6O4RSLNMMWD,tr_0268,2026-03-01 00:11:14,2026-03-01 00:13:39,dev_Z6477DF2,fp_ELORZ3WZDSB5,tablet,macOS,Chrome,3.0.0,9.6.131.204,13335,US,False,False,95,22,90.8,38,390x844,en-GB,B,denied,2026-03-01
ses_6CYYOZROSSSS,tr_0006,2026-03-01 01:22:02,2026-03-01 01:22:44,dev_2IQNACZC,fp_8MBQTUV2RT46,desktop,Windows,Firefox,3.0.0,97.26.123.112,13335,PL,False,False,39,29,59.5,73,390x844,es-ES,A,denied,2026-03-01
ses_QIQMN2WKIYV4,tr_0003,2026-03-01 01:29:43,2026-03-01 01:43:45,dev_9QDO3HG9,fp_39UG5XTWHXX3,mobile_app,Windows,Safari,3.0.0,212.171.24.233,15169,ES,False,False,97,16,40.0,14,1536x864,de-DE,control,denied,2026-03-01
ses_DWX9MY4I11DE,tr_0115,2026-03-01 02:00:26,2026-03-01 02:15:55,dev_1YU96AG0,fp_SLZOB36A7TMD,desktop,Linux,Edge,2.10.1,170.244.154.175,14618,GB,False,False,52,11,39.5,92,1280x720,en-US,B,denied,2026-03-01
ses_KWM5QMI3PY2Y,tr_0232,2026-03-01 02:29:24,2026-03-01 02:40:06,dev_LAMVGH90,fp_LP1EIW7O9IZW,desktop,Android,Firefox,2.10.2,126.248.152.194,13335,US,False,False,229,5,40.3,47,1536x864,fr-FR,A,granted,2026-03-01
ses_LOE20RILLPGE,tr_0146,2026-03-01 04:23:40,2026-03-01 04:27:37,dev_Y18JSEUO,fp_4VKNQUFEUCXS,tablet,Linux,Safari,2.10.2,183.115.243.154,12322,US,False,False,32,97,55.1,27,1536x864,en-GB,control,denied,2026-03-01
ses_RZVZZG9BCDC2,tr_0076,2026-03-01 04:45:23,2026-03-01 04:49:42,dev_5DMUP1YV,fp_WQJ8VV457GNV,mobile_app,macOS,Edge,2.10.2,41.10.175.245,24940,US,True,False,95,45,76.2,30,1920x1080,de-DE,C,granted,2026-03-01
ses_H13TYGHEKQ8B,tr_0293,2026-03-01 07:08:14,2026-03-01 07:14:16,dev_AOZG6FUF,fp_M82ZHPEAU4HZ,tablet,macOS,Firefox,3.0.0,149.20.201.57,15169,US,True,False,108,8,13.0,37,1920x1080,en-US,B,granted,2026-03-01
ses_RCU71TL8E6IU,tr_0123,2026-03-01 08:15:07,2026-03-01 08:20:03,dev_2FVZS040,fp_ZGKEX41YNGMJ,mobile_web,Linux,Chrome,2.11.0,195.23.77.93,3320,DE,False,False,0,5,84.6,53,1170x2532,en-US,C,unknown,2026-03-01
ses_OKDZGEUJTEXY,tr_0096,2026-03-01 08:58:32,2026-03-01 09:02:46,dev_8DMGS9HD,fp_TROJWJURRK71,mobile_app,Android,Edge,2.11.1,162.113.173.199,13335,US,False,False,93,4,64.5,59,1920x1080,de-DE,A,granted,2026-03-01
ses_F28GA7OPHRQZ,tr_0025,2026-03-01 09:12:32,2026-03-01 09:16:37,dev_DUA47AA6,fp_0O4QAZ32LWZ6,mobile_web,Windows,Safari,2.11.1,197.173.239.181,9009,US,False,False,0,10,89.1,9,1280x720,es-ES,control,granted,2026-03-01
ses_Q70FPM94Q4SX,tr_0166,2026-03-01 09:48:04,2026-03-01 09:49:05,dev_A0ZIVP08,fp_GH61XP5UCB5D,mobile_web,iOS,Edge,2.10.2,174.130.61.20,12322,NL,True,False,156,32,34.3,91,390x844,es-ES,A,granted,2026-03-01
ses_UYZFPGWV5ZKN,tr_0064,2026-03-01 10:16:54,2026-03-01 10:19:39,dev_I6KKQVGX,fp_O234W4FM3420,mobile_web,Android,Firefox,2.10.2,159.191.35.233,14618,DE,False,False,152,120,49.1,57,1536x864,en-US,A,denied,2026-03-01
ses_4UMDBF4I4CHK,tr_0162,2026-03-01 11:31:37,2026-03-01 11:39:12,dev_EAMEQG36,fp_X2Q2P4LZ26EF,desktop,iOS,AppWebView,2.10.1,7.251.135.195,12322,GB,False,False,110,3,67.7,10,1170x2532,de-DE,C,granted,2026-03-01
ses_E3WITF9QM9ZL,tr_0108,2026-03-01 11:51:43,2026-03-01 12:04:09,dev_MW95K19W,fp_PDW8O83BEHPO,mobile_web,Windows,Safari,3.0.0,104.183.35.60,16509,AU,False,False,48,35,98.1,8,1920x1080,en-US,C,unknown,2026-03-01
ses_G870SB9FYY9V,tr_0109,2026-03-01 13:19:12,2026-03-01 13:20:27,dev_3ZSOZACF,fp_AXR57EV1KGVX,mobile_web,macOS,Firefox,2.10.2,24.5.163.18,14618,GB,False,False,38,36,80.1,69,1170x2532,en-US,B,unknown,2026-03-01
ses_F0SGQXX7GM84,tr_0243,2026-03-01 13:20:42,2026-03-01 13:22:48,dev_EIETJ6UB,fp_RW9BTONS8CRH,mobile_web,Android,Safari,2.11.1,158.66.72.139,14618,AU,False,False,97,4,74.4,13,390x844,en-GB,C,granted,2026-03-01
ses_MCNFGPKKQ2D6,tr_0146,2026-03-01 14:01:25,2026-03-01 14:04:36,dev_YECYFRSM,fp_ZXD4XFH29KM1,mobile_app,macOS,Edge,2.11.1,3.221.200.171,20473,US,False,False,67,49,66.9,54,1536x864,en-GB,C,denied,2026-03-01
ses_U4AADQS0IJAJ,tr_0023,2026-03-01 14:24:08,2026-03-01 14:29:18,dev_WDDWHPOO,fp_RING_A,mobile_app,iOS,Edge,2.10.1,198.51.100.20,24940,US,True,False,22,28,43.9,17,1280x720,es-ES,B,denied,2026-03-01
ses_S7VH8C7L75Z0,tr_0081,2026-03-01 15:08:35,2026-03-01 15:12:52,dev_VQOXIF0G,fp_B613WMFXTI0B,mobile_app,macOS,Chrome,2.10.1,25.38.89.179,14618,US,False,False,86,17,90.1,36,1280x720,es-ES,C,unknown,2026-03-01
ses_14JPONZV1V8P,tr_0035,2026-03-01 15:23:21,2026-03-01 15:26:37,dev_DEWD6L5H,fp_RJAE8QK4Z91P,desktop,Android,Safari,2.10.1,98.56.62.176,9009,US,False,False,11,6,53.7,78,1920x1080,de-DE,B,granted,2026-03-01
ses_DGVXZA0CR8LE,tr_0334,2026-03-01 15:24:44,2026-03-01 15:28:29,dev_854MFUYH,fp_TPMW9MGQP8XT,tablet,Android,Chrome,3.0.0,168.106.72.220,12322,ES,False,False,4,5,54.7,15,1920x1080,en-US,B,denied,2026-03-01
ses_B8ZE1R1Y9CCW,tr_0017,2026-03-01 15:32:04,2026-03-01 15:36:11,dev_E81OBLXB,fp_V36TOMATVHYG,tablet,Windows,Chrome,2.10.2,143.130.98.114,20473,GB,False,False,3,3,49.0,26,1280x720,fr-FR,control,unknown,2026-03-01
ses_JMAMD0251LL3,tr_0261,2026-03-01 16:47:14,2026-03-01 16:51:01,dev_MLNPSF9T,fp_AHPGIVE0GNFE,tablet,macOS,Chrome,2.10.1,91.125.196.165,14618,PL,False,False,112,48,88.8,73,1280x720,es-ES,B,granted,2026-03-01
ses_8KPXMXSQH9UG,tr_0300,2026-03-01 17:39:46,2026-03-01 17:41:40,dev_0PC7HZN5,fp_40WSP0AJ77C6,desktop,Linux,Safari,2.11.1,108.78.56.102,16509,PL,False,False,106,7,37.1,71,1920x1080,fr-FR,B,denied,2026-03-01
ses_O9RE3DVSB58Z,tr_0286,2026-03-01 18:48:36,2026-03-01 18:52:36,dev_BNIAB2YU,fp_7YF9UL42M3ZK,mobile_app,Linux,AppWebView,3.0.0,214.21.106.189,9009,FR,False,False,33,22,74.9,33,390x844,en-US,control,denied,2026-03-01
ses_16NUJL5JHR72,tr_0345,2026-03-01 19:26:29,2026-03-01 19:30:10,dev_XKU49A9O,fp_PS82ZIBRQF5L,desktop,Linux,Chrome,2.10.1,210.253.218.156,9009,SG,False,False,77,3,64.4,29,1280x720,fr-FR,C,granted,2026-03-01
ses_1VPIVXSYTP4J,tr_0185,2026-03-01 20:24:12,2026-03-01 20:25:42,dev_ULSXL8NV,fp_9UZI3LPLFWAF,desktop,Windows,Firefox,2.11.0,91.64.232.45,15169,DE,False,False,41,6,32.8,81,1920x1080,en-GB,control,denied,2026-03-01
ses_YF66X7VJ10PK,tr_0037,2026-03-01 23:47:37,2026-03-01 23:51:36,dev_TNOWXZO4,fp_EFSAA6AZH7PG,mobile_app,Android,Edge,3.0.0,49.89.30.204,9009,US,False,False,0,5,37.5,35,1170x2532,de-DE,control,unknown,2026-03-01
ses_6A7UG3IX27KA,tr_0261,2026-03-02 00:15:01,2026-03-02 00:18:13,dev_6O1RX4NE,fp_VGTDD5671KX2,mobile_web,Android,Edge,3.0.0,34.127.153.102,12322,FR,False,False,20,5,73.0,21,1536x864,en-GB,C,denied,2026-03-02
ses_7L1376QWVGFR,tr_0313,2026-03-02 00:54:09,2026-03-02 00:55:39,dev_I7FZ5XBI,fp_GUJ9CWI2SKHK,mobile_app,Windows,Chrome,2.11.1,40.9.185.58,8075,GB,False,False,56,20,100.0,62,390x844,en-US,C,unknown,2026-03-02
ses_C6QDCV2IYQ9G,tr_0057,2026-03-02 01:36:15,2026-03-02 01:40:21,dev_shared_1,fp_RING_A,desktop,Android,Firefox,2.11.1,198.51.100.14,15169,US,True,False,114,15,49.3,50,1920x1080,en-GB,B,unknown,2026-03-02
ses_ALORLXP7O350,tr_0276,2026-03-02 02:16:12,2026-03-02 02:25:55,dev_RUE9WAKF,fp_SUE55OXT7SRN,desktop,macOS,Safari,2.10.1,126.230.11.123,12322,FR,False,False,218,2,65.8,7,390x844,es-ES,A,denied,2026-03-02
